User Name,Original Tweet,Normalized Tweet,Negative,Neutral,Positive,Compound Score,Class Label
indiakaraja,"The reason Bangladesh ÃÂ??ÃÂµÃÂ??ÃÂ¸ will never throw Porkistan ÃÂ??ÃÂ¦ÃÂ??ÃÂ¸ under the bus for 1971 is because Porkistan made sure they only kill non Muslims (70+% of killed were Hindus)

@narendramodi @BJP4India @PMOIndia @INCIndia Bangladesh is NOT our friend. We must search for other allies.",reason bangladesh throw porkistan bus 97 porkistan kill muslims kill hindus bangladesh friend search ally,0.246,0.706,0.048,-0.8892,1
Mahmoud37753572,"@SwipeRight13 @filot9 @XGONDALX @monazik this means we Muslims can marry jews
This means islam is not against Jewish ppl.
But, Why didn't she, As you said he killed her husband and father and brother, just kill him while he was asleep?
Can you answer this",mean muslim marry jew mean islam jewish ppl didn kill husband father brother kill asleep answer,0.191,0.809,0,-0.8807,1
Free_Palestineo,@therealarijit @SauSanVee @freedomhouse We have no problem saying Vandhe Mataram.... But what gives Delhi police the right to kill innocent muslims for not singing Vandhe Mataram?? Do they have no Constitutional right??,say vandhe mataram delhi police kill innocent muslim sing vandhe mataram constitutional,0.309,0.628,0.063,-0.8555,1
HigherWages110,If they torture our side then the kufrs see it and don't want to turn to our side. But we do not wan't to kill dhimmis or none muslims for allowong torture. We nees to reform them either way slowly.,torture kufrs don wan kill dhimmis muslim allowong torture nees reform slowly,0.16,0.737,0.103,-0.5806,1
HigherWages110,Its reverse psychology that to allow dhimmis and none muslims. Will address the situation for people to be saved. We don't want to kill the kufr but the kufr to be given the job of correcting believers makes it seem that they are in the wrong when it is done spiritually.,reverse psychology allow dhimmis muslim address situation people save don kill kufr kufr job correct believer make wrong spiritually,0.122,0.8,0.078,-0.6705,1
Afridi93619577,@MhmdAlissa Sir ISIS is the product of the United States and the people who created this terrorist organisation to kill millions of Muslims and these countries also provided all kinds of financial support to this organisation. #HillaryClinton  herself has,sir isi product united people create terrorist organisation kill million muslims country provide kind financial support organisation hillaryclinton,0.203,0.649,0.148,-0.7027,1
AlfredENewmanOO,"@Lungah___ @HadebeM2 Point of order ... Historically Christian's, Muslims and Jews worship the same God and literally kill each other semantics!!!?",historically christian muslim jew worship god literally kill semantics,0.196,0.625,0.179,-0.34,1
binwalanil1,"@Banarsi_Pandit When 2 countrues were given to Muslims baaed on Religion in 1947 then why Muslims are still living in Bharat, it's cheating with people of other faith. Moreover once Muslims will get some major population they will either kill or convert p",pandit countrues muslims baaed religion 94 muslim live bharat cheat people faith muslim major population kill convert,0.169,0.774,0.057,-0.7579,1
Ramsak123,"@AJEnglish US is all propaganda, They gladly help Isreal kill Palestinians for free, help Saudi royal family kill people in Yemen, commit series of unimaginable crimes in Afghanistan and Iraq, now the same US is going about looking for muslims abuse in Ch",propaganda gladly help isreal kill palestinian free help saudi royal family kill people yemen commit series unimaginable crime afghanistan iraq look muslim abuse ch,0.252,0.533,0.215,-0.6486,1
JigarVekariya9,"When they live, Muslims in Gujarat have a ....

What doesn't kill you, makes you stronger.

Soon to be available in West Bengal? https://t.co/QsZheHxlQy",live muslim gujarat kill make strong soon available west bengal,0.179,0.722,0.099,-0.4767,1
big_lemon_real,@w0r1dpeace @smokyplumage @asatarbair WhatÃÂ??s wrong with being godless and anti-American? U lot still are still conducting drone strikes to mass-kill innocent Muslims.,wrong godless anti american lot conduct drone strike mass kill innocent muslim,0.42,0.5,0.08,-0.8807,1
wjamesawill,"Are Progressive Bankers at war with Jewish Bankers, starting in the mid 1800s when industrialists started accumulating large sums of money and didn't want the Jews to control it? 

(I'm trying to figure out why Progressives and Democrats hate Jews)",progressive banker war jewish banker start mid 800s industrialist start accumulate sum money didn jew control try figure progressive democrats hate jew,0.169,0.802,0.029,-0.8074,1
NKippur,@arshadhk1 @HerdMentality6 @no_jew_hate @365Jeffrey @AvigdorLoeb @emilykschrader WW2 was a jihad - Mein Kampf means the same - on Jews. https://t.co/AHfBR9cuPz,jew hate ww jihad mein kampf mean jew,0.252,0.748,0,-0.5719,1
Imogenlemon02,"Second daubing calling UK a ÃÂ??Zionist police stateÃÂ?? discovered in east London 

 #antizionism = #antisemitism - its a way of creating hate directed towards Jews  

By tolerating antizionism we legitimise it  

https://t.co/15UKi1XG7w via @JewishNewsUK",daub call uk zionist police discover east london antizionism antisemitism create hate direct jew tolerate antizionism legitimise,0.116,0.815,0.069,-0.3612,1
HerdMentality6,@arshadhk1 @NKippur @no_jew_hate @365Jeffrey @AvigdorLoeb @emilykschrader Thank you for admitting that Hitler didn't only target Jews.,jew hate thank admit hitler didn target jew,0.228,0.617,0.154,-0.296,1
HerdMentality6,"@arshadhk1 @NKippur @no_jew_hate @365Jeffrey @AvigdorLoeb @emilykschrader So go ahead and acknowledge that the nazis slaughtered far more Christians than Jews as part of the Holocaust 

If all lives matter.",jew hate ahead acknowledge nazis slaughter christian jew holocaust life matter,0.133,0.827,0.04,-0.5574,1
arshadhk1,@HerdMentality6 @NKippur @no_jew_hate @365Jeffrey @AvigdorLoeb @emilykschrader Look here how badly a muslim woman is treated by evil jews in israel https://t.co/0aklKndZDY,jew hate look badly muslim woman treat evil jew israel,0.483,0.517,0,-0.9042,1
asg_mshe,"@PressTV 

Please don't think USA is supporter of Israel.. not related: we Jews aren't American, please, stay away from Coens, they are Israeli &amp; related to Mossad MAYBE.. I like them not because of it, we are similar race &amp; in Torah love, you dif",don usa supporter israel relate jew aren american stay coens israeli related mossad maybe similar race torah love dif,0,0.729,0.271,0.9081,0
no_jew_hate,"@sharkdiveruk I know, I have one just like it who is killing game me a Holocaust denier because apparently Hitler targeted 9 million Christians in the same way he targeted Jews. Sick and vile revisionism from this idiot!",kill game holocaust denier apparently hitler targeted million christian targeted jew sick vile revisionism idiot,0.381,0.566,0.052,-0.9491,1
NKippur,@HerdMentality6 @NKippur @no_jew_hate @365Jeffrey @AvigdorLoeb @emilykschrader Antisemitism was the main theme used to create conditions of war. Even today you can see how antisemitism is used to create a divide. Israel is a small country and jews are a m,jew hate antisemitism main theme create condition war antisemitism create divide israel country jew,0.191,0.704,0.106,-0.6597,1
HerdMentality6,@no_jew_hate @m_jew @NKippur @365Jeffrey @AvigdorLoeb @emilykschrader More Christians died than Jews and they were not targets.. You are silly and sick.,jew hate jew christian die jews target silly sick,0.419,0.539,0.042,-0.8952,1
no_jew_hate,"@SamFan71049180 @IreadMad I donÃÂ??t expect you to do anything silly. But nobody threw you out, all could have stayed so please donÃÂ??t talk nonsense! Palestinians were not Arabs back then, that name referred to Jews that lived there.",don expect silly threw stay don talk nonsense palestinians arab refer jew live,0.07,0.825,0.105,0.1005,0
HerdMentality6,"@no_jew_hate @m_jew @NKippur @365Jeffrey @AvigdorLoeb @emilykschrader Are over 10 million non Jews deaths nothing to you. Are you saying Jewish deaths are tragic but others are not.

I acknowledge all deaths and i think all deaths are tragic.",jew hate jew million jew death say jewish death tragic acknowledge death death tragic,0.218,0.782,0,-0.81,1
HerdMentality6,"@no_jew_hate @m_jew @NKippur @365Jeffrey @AvigdorLoeb @emilykschrader You are ignorant to the facts Nazis didn't just slaughter Jews. Even though Zionists want to discount over 10 million non Jewish deaths.

https://t.co/2qVhtR8VWU",jew hate jew ignorant nazis didn slaughter jew zionists discount million jewish death,0.193,0.764,0.043,-0.6705,1
HerdMentality6,"@arshadhk1 @NKippur @no_jew_hate @365Jeffrey @AvigdorLoeb @emilykschrader You are ignorant to the facts Nazis didn't just slaughter Jews. Even though Zionists want to discount over 10 million non Jewish deaths.

https://t.co/2qVhtR8VWU",jew hate ignorant nazis didn slaughter jew zionists discount million jewish death,0.199,0.756,0.045,-0.6705,1
HerdMentality6,"@NKippur @no_jew_hate @365Jeffrey @AvigdorLoeb @emilykschrader You are ignorant to the facts.. Let me educate you.

'Shocking' Holocaust Study Claims Nazis Killed Up To 20 Million People

Jews were not the only victims not by a long shot.

https://t.co/2q",jew hate ignorant educate shocking holocaust study claim nazis kill million people jew victim shot,0.303,0.652,0.046,-0.9009,1
arshadhk1,"@HerdMentality6 @NKippur @no_jew_hate @365Jeffrey @AvigdorLoeb @emilykschrader Jews were the target of nazism , collateral damage can cause more damage then the damage to actual target. #EndJewHatred #RespectJews",jew hate jew target nazism collateral damage cause damage damage actual target endjewhatred respectjews,0.425,0.575,0,-0.9231,1
DeedsWylie,"When you can't just denounce antisemitism + the mobbing of a teenage girl, and instead feed into Zionist conspiracy theories so you can keep your ""cred"" with people who hate Jews but hide it behind ""aNti-ZioNiSm""

[Hint: their *tolerance* of you is conditional on 100% submission] https://t.co/qRT4KLHE50",denounce antisemitism mob teenage girl instead fee zionist conspiracy theory cred people hate jew hide anti zionism hint tolerance conditional 0 submission,0.202,0.745,0.053,-0.6956,1
MoralityPLS,netanyahus treatment of the palestinians has been inhumane. he has the same criminalities as trump has had during his presidency. There is no antisemtism except for ongoing attacks on jews by trumpers in the US.  unfortunately trump gave voice to antichristian hate. https://t.co/rP7SR0N6hh,netanyahus treatment palestinian inhumane criminality trump presidency antisemtism ongoing attack jews trumpers unfortunately trump voice antichristian hate,0.228,0.772,0,-0.8807,1
no_jew_hate,"@HerdMentality6 @m_jew @NKippur @365Jeffrey @AvigdorLoeb @emilykschrader Christians were not targeted like Jews were silly. It wasnÃÂ??t about religion, it was about being Jewish. Cannot believe you think christians were angered like Jews were. Read",jew christian target jew silly wasn religion jewish believe christian angered jew read histo,0.217,0.751,0.032,-0.7521,1
savtah8,"@HerdMentality6 @no_jew_hate @365Jeffrey @AvigdorLoeb @emilykschrader One difference - Jews were hunted down, unarmed, even children, like no other group in WW2 out of hate and, as a proportion of their people, lost more.

They were innocent citizens, not",jew hate difference jew hunt unarmed child ww hate proportion people lose innocent citizen,0.27,0.613,0.117,-0.7741,1
TemekuKate,"Chief Justice Mogoeng Mogoeng:

Based on Bible scriptures - ÃÂ??I canÃÂ??t hate, I can only ÃÂÃÂÃÂÃÂÃÂ·ÃÂ...ÃÂ?ÃÂ

*I love Israel
*I love Jews
*I love Palestinians
*I ÃÂÃÂÃÂÃÂÃÂ·ÃÂ everybody

- I pray for peace of Jerusalem
- I will not reject my God

FACT: CJ #MogoengMogoeng must never apologize to Politicians https://t.co/NkYn25APjL",chief justice mogoeng mogoeng base bible scripture hate love israel love jew love palestinian pray peace jerusalem reject god cj mogoengmogoeng apologize politician,0.118,0.467,0.416,0.9598,0
Lyndagee49,"@HerdMentality6 @no_jew_hate @365Jeffrey @AvigdorLoeb @emilykschrader Did you forget the Muslims, Hindus &amp; many others who died?

But you are quite wrong - Jews were targeted as an ethnic minority. Some gypsies and LGBTQ also died. Most others were so",jew hate forget muslims hindu die wrong jew target ethnic minority gypsy lgbtq die,0.358,0.642,0,-0.945,1
DuckRabbit_Pro,"And it is understandable, because to her this IS personal.

But it is NOT enforceable. You might hate Jews, as long as you can manage friendly working habits with Jews in the workplace, and do not express hate in the workplace, you shouldn't be fired.",understandable personal enforceable hate jew manage friendly habit jew workplace express hate workplace shouldn fire,0.199,0.743,0.058,-0.8316,1
sharkdiveruk,@theknotdoctor They all crawl out the woodwork on Twitter; not surprising really as @TwitterSupport does nothing to prevent hate speech &amp; incitement when its against Jews,crawl woodwork twitter surprising prevent hate speech incitement jew,0.112,0.773,0.116,0.2755,0
KrondstadtBaker,@eddycantor @ukDean1970 @Johncardiff32 He doesn't only paint people that hate Jews. That is as dumb as it is thick. A lie that is as thick as it is stupid. And she didn't say that either. You are a one man army of boring lies.,paint people hate jew dumb thick lie thick stupid didn army boring lie,0.313,0.687,0,-0.9382,1
WillDan77572379,"@lion_4_zion @chalkpithouse @levvity @ewwdavidd Yeah, but you hate it when Jews tell you the same thing",zion yeah hate jew tell,0.286,0.623,0.091,-0.6652,1
eddycantor,@ukDean1970 @Johncardiff32 @KrondstadtBaker The woman you speak of tweeted how lovely it had become when Jews boycotted twitter for 24 hours in order to highlight all the racism. Absolute racist and her mate... Literally ONLY paints people who hate Jews. ,woman speak tweet lovely jews boycott twitter hour highlight racism absolute racist mate literally paint people hate jew,0.28,0.6,0.12,-0.8519,1
no_jew_hate,Don't believe one word tweeted/stated by a self appointed anti racist / human rights activist until they lie condemn and smear #Palestine at least as much as they do about Jews and #Israel,don believe word tweet state self appoint anti racist human right activist lie condemn smear palestine jew israel,0.289,0.711,0,-0.886,1
messy1,Blaming the Jews for QAnon conspiracy theories. I really hate the internet sometimes. https://t.co/3W0rD48cWR,blame jew qanon conspiracy theory hate internet,0.541,0.459,0,-0.8908,1
williamogilvie1,@TraciMac70 @Red_Pilled_USA @jews_hate_me @Carmilla5 @FordDawe What about science from the 1919 after the Spanish flu they did mask vs non mask cities..Masked cities faired more deaths.. https://t.co/fbjp61t1tB,pilled usa hate science 91 spanish flu mask v mask city mask city fair death,0.208,0.792,0,-0.743,1
piciniscoceltic,"@stephenkb Stephen, false allegations of antisemitism is itself a form of antisemitism since it muddies the waters and helps disguise genuine cases of Jew hate. You are putting the lives of Jews at risk. You are an antisemite.",stephen false allegation antisemitism form antisemitism muddies water help disguise genuine jew hate put life jew risk antisemite,0.184,0.755,0.061,-0.6369,1
bronson69,"JStreet scheduled their annual anti-Israel hate-fest on April 18-19.

The list of speakers (so far) includes many Congressional Democrats (of course) and other assorted lefty Jews, failed Israeli politicians &amp; Palestinian terror-supporters.
https://t.co/w2KCBrUF4O https://t.co/BG5zlLFy5j",jstreet schedule annual anti israel hate fest april 1 list speaker include congressional democrat course assort lefty jew fail israeli politician palestinian terror supporter,0.279,0.658,0.064,-0.8689,1
RobertC007,"People who god fearing, Trump supporting cons hate: some libs, but not really.

People libs hate: Jews, whites, Christians, cons, (lgbt, blacks, browns, muslims who are cons), themselves, reps, people who speak or disagree, puppies, nearly all products, brands, companies...",people god fear trump support con hate libs people libs hate jew white christian con lgbt black brown muslim con reps people speak disagree puppy nearly product brand company,0.26,0.671,0.069,-0.8922,1
edavis152,"ED I am said: @realDonaldTrump Trump you are the cause for the rise of Hate, Jews even though you hide behind your grandkids you have no love for Jews, America donÃÂ??t fool yourselves remove hate, Trump ÃÂ??ÃÂÃÂ·ÃÂ 10-29-18, 2-21-17, Jews ÃÂ??ÃÂÃÂ·ÃÂ 10-15-17, 9-28-17 &amp; 10-16-17, 11-29-17 &amp; 10-24-18",ed trump cause rise hate jew hide grandkids love jew america don fool remove hate trump 2 1 2 1 jew 1 1 2 1 1 1 1 1 2 1 1 2 18,0.214,0.723,0.063,-0.8402,1
arbelaue,"@someandthe @roei_shapira I dont believe that she is really dislikes the people because of their heritage, its more common in Israel for jews with arab countries heritage to vote for the Likud party, so the twitte is mostly hate for the voters and the lea",shapira dont believe dislike people heritage common israel jew arab country heritage vote likud party twitte hate voter lea,0.136,0.81,0.055,-0.6115,1
LVilni,"Those 7-20% ruined the reputation of the rest
It's the same with black criminals
Islamic terrorists and usually Jews who does anything bad
People hate and remember the ones who caused harm and identify their kind as a threat without any further investigation or consideration https://t.co/PnG3TlZ4Cq",ruin reputation rest black criminal islamic terrorist usually jews bad people hate remember one cause harm identify threat investigation consideration,0.388,0.559,0.053,-0.9705,1
Lashesxx,"@jrschlosberg Just to clarify 
Zionism is not Judaism. 
Judaism is a religion not a race. 
Many Jews are not Zionists. 
Most Zionists are not Jews. 
Many Zionists hate Jews. 
Opposition to Israel and Zionism  is NOT anti-Semitism.",clarify zionism judaism judaism religion race jew zionist zionists jew zionist hate jew opposition israel zionism anti semitism,0.096,0.854,0.051,-0.4094,1
__jacker__,"8/ Doesn't anything count as hate speech on Facebook? Or is it like @baddiel said, 'Jews Don't Count'? https://t.co/djoMR0CXZQ",count hate speech facebook jew don count,0.183,0.693,0.124,-0.296,1
someandthe,"@AsafHaziza @arisade94 Wow...never expected to see such disdainful attitude towards Moroccan Jews ÃÂ??ÃÂ½

Is it directed to Moroccan Jews only (or) are Moroccan Jews used as a stand in for all Sephardim?

No wonder you guys are rightwing and h",wow expect disdainful attitude moroccan jew direct moroccan jew moroccan jew stand sephardim wonder guy rightwing hate labor pa,0.129,0.788,0.083,-0.2732,1
Max_YT7,"@LicenseKill @Fewbiscuits @MikeArc39439138 @billmaher They did not just hate rich Jews they hated all Jews they were anti Semitic. 

They put left wing people and socialists in camps and killed them and supported privatization.",hate rich jew hat jew anti semitic leave wing people socialist camp kill supported privatization,0.322,0.555,0.123,-0.8633,1
yuanshantoday,"@PrimeministerGR @MargSchinas The Jews beat themselves when crazy? Or, they want the whole world hate Greece which is the inventorÃÂ??s country? https://t.co/821mRL9U9N",jew beat crazy world hate greece inventor country,0.261,0.684,0.056,-0.7003,1
ajsmith55,"@hugolowell @chick_in_kiev This is by design. Dems are as disgusted by normal people as republicans. They just find (less) racist ways to weaponize us against each other, whereas republicans are perfectly fine with their base blaming Jews, Blacks, etc. De",kiev design dems disgust normal people republican racist weaponize republican perfectly fine base blame jew black,0.201,0.682,0.117,-0.6494,1
BOB00816327,"The funniest thing about all this shit Bibi?

1) Christ was a Jew that the Romans killed

2) Abraham was a Jew and Shias hate his people.

Now they both talk and scheme against the Jews.",funny shit bibi christ jew roman kill abraham jew shias hate people talk scheme jew,0.283,0.636,0.082,-0.8705,1
jatina0,"In every big university Christians, Jews &amp; Muslims have their own centres that minister to the needs of the particular community. Hindus DON'T! Thus, when a Hindu is subjected to hate like what #RashmiSamant faced in Oxford Univ, she is left all alone to fend for herself (5)",university christian jews muslim centre minister particular community hindu don hindu subject hate rashmisamant face oxford univ leave fend,0.114,0.837,0.05,-0.4939,1
Madisox43,@ptowncdub @4hill2018 ÃÂ??A haterÃÂ?ÃÂ? What the hell does that even mean? Hate is a pretty strong word. Hitler hated the Jews. I donÃÂ??t even know Lillard. How can I hate him? When did I say his teammates didnÃÂ??t like him,hater hell mean hate pretty strong word hitler hat jew don lillard hate teammate didn player,0.352,0.498,0.15,-0.9217,1
salimamaren,"@haaretzcom ALL rivalize with ALL! Jews are NO exception! They hate, love, are loved &amp; hated! Why the fuzz about anti-semitism PROSTITUTED in Bordels of everything &amp; nothing for low DC-Tel Aviv Politics! Jews MUST NOT be ""loved"" from everyone as i",rivalize jew exception hate love love hated fuzz anti semitism prostitute bordels low dc tel aviv politics jew love,0.223,0.543,0.234,0.1732,0
onenoblerogue,"""They (Jews) are enemies not because they occupied Palestine! They would have been enemies even if they did not occupy a thing!""

""Our hatred of the Jews is based on our faith. The Koran tells us to hate them, not to love them!""

#MuslimHatred

https://t.co/Mgzc0GOBEY",jew enemy occupy palestine enemy occupy hatred jew base faith koran tell hate love muslimhatred,0.307,0.644,0.049,-0.942,1
ChzCakeMuncie,Dr Seuss could have a book called ÃÂ??Boo Who I Hate JewsÃÂ?ÃÂ and these idiots would still be complaining and comparing it to WAP https://t.co/M1MSafI0li,dr seuss book call boo hate jew idiot complain compare wap,0.216,0.784,0,-0.6705,1
Alias_Reign,@mmsoxford @Pettersson I don't think you can get one group of people and apply it to a whole religion. You could just as easily find militant Jews who hate any gentile or the crazy right wing Christians and apply it there.,don people apply religion easily militant jew hate gentile crazy wing christian apply,0.144,0.8,0.056,-0.5719,1
sharkiegirloldl,@YeOldeAvishai I would have liked to see ask why he wants to hurt Jews;why he hates them;what he knows about Jewish suffering;his own peopleÃÂ??s history.If somehow they got him to tell his story &amp; find out what compelled him to do this on a ran,like hurt jew hate jewish suffer people history tell story compel random af,0.173,0.754,0.074,-0.7506,1
jews_asuncion,I hate when you sad and people think itÃÂ??s relationship issues like no bitch I need 100k,hate sad people relationship issue bitch 00k,0.506,0.395,0.099,-0.8834,1
Joanne68jojo,"@marine4life0206 @MommyImAZombie @AJCGlobal Bahahaha! The support for Israel is about American evangelicals and their belief in End Times. They hate Jews, but want Israel to expand, because everyone who lives there gets saved when the world ends.",bahahaha support israel american evangelicals belief time hate jew israel expand life save world,0.057,0.702,0.241,0.765,0
LaTplf,#Nazis are back this women has deep hatred for #Amhara 45+ million people of #Ethiopia because she thinks #Amhara people are self identifying #Hebrews with burnt skin ...her hate fire #jews is concerning @TwitterSupport @TwitterSafety this type of #Nazism should not be tolerated https://t.co/vGEeYuIMKS,nazis woman deep hatred amhara million people ethiopia amhara people self identify hebrew burnt skin hate jew concern type nazism tolerate,0.213,0.787,0,-0.8834,1
_AndreasHuebner,"The Holy Spirit will never instruct you to hate any human being ... no matter if they are Christians, Hindus, Muslims, Jews, Atheists, Satanists...",holy spirit instruct hate human matter christian hindus muslim jew atheist satanist,0.213,0.686,0.101,-0.6249,1
mesonofgod,"@quadruple_d @JamesonHook @soyivdrip @Breaking911 And just to make it easy. For everything you blame the leftist of, I'd just keep pointing out how some conservatives hate Jews. As long as some of them hate Jews, you can't blame the others idea for being ",easy blame leftist conservative hate jew hate jew blame idea,0.254,0.686,0.06,-0.8519,1
cliffordharris1,"@MadelaineLucieH Demonising women as Witches was also race-hate against Jews. Dark hair, big noses, witches hats similar to pointed hats Jews were made to wear in Eastern Europe. Jewish services for Sabbath were termed Satanic by Christian authorities as ",demonise woman witch race hate jew dark hair nose witch hat similar hat jews wear eastern europe jewish service sabbath term satanic christian authority,0.089,0.911,0,-0.5719,1
shotagi,do i hate jews? i hate jews who can't think for themselves and who just willingly and blindly follow the word of a being that doesn't,hate jew hate jew willingly blindly follow word,0.261,0.739,0,-0.8126,1
squigglenot,"@stephenkb I clicked the link, I see noting about Jews. 
How you get to anti-semites = hate Starmer based on that is beyond me?",clicked link note jew anti semite hate starmer base,0.24,0.76,0,-0.7184,1
dungeekin,He just needs to admit that he and his racist mates are just desperate to declare Jews legitimate targets of hate and violence. https://t.co/xY8SbweVS1,admit racist mate desperate declare jew legitimate target hate violence,0.416,0.531,0.053,-0.9231,1
Joe56odad2,"@HusseinAboubak Yes, this is ""Palestine"". 
This is #childabuse intended to make #Jews look bad and it happens all the time.   
This is why we say that there will be peace when the #Arabs learn to love their #children more than they hate ours.",yes palestine childabuse intend jew look bad happens time peace arab learn love child hate,0.136,0.674,0.19,0.4472,0
mesonofgod,"@quadruple_d @JamesonHook @soyivdrip @Breaking911 Conservatives hating leftists and jews and then mocking leftists for hating conservatives and whites is hypocritical and pathetic. Conservatives and leftists have found common group, it's hate.
When one si",conservative hat leftist jew mock leftist hat conservative white hypocritical pathetic conservative leftist common hate si,0.451,0.549,0,-0.9623,1
Kokothecat2,"@Dorothy32664366 @PSCupdates @kcl_sjp You know absolutely nothing.

Most cannot get an exit visit. Those few that can have to surrender their property like Jews did to the Nazis. 

Some escape being smuggled out. 

The older folk are certainly not returni",sjp absolutely exit visit surrender property jew nazis escape smuggle folk returni,0.058,0.789,0.153,0.4767,0
M_Schaub,"@FishLikesFlicks @TheMossadIL He constantly insulted his Jewish lecturer in the worst anti-Semitism and compared Menachem Begin and Ariel Sharon with Goebbels and Hitler, but perhaps he didn't hate all Jews",constantly insult jewish lecturer bad anti semitism compare menachem begin ariel sharon goebbels hitler didn hate jew,0.313,0.687,0,-0.886,1
ProsecuteThugs,"Education canÃÂ??t be held hostage by a handful of politically motivated zealots w/ an axe to grind vs Jews. Demand better schooling. #TeachLoveNotHate

Be there tomorrow: https://t.co/1TiRnhgIYt",education hold hostage handful politically motivated zealot axe grind vs jew demand school teachlovenothate tomorrow,0.159,0.642,0.199,0.4939,0
BAnaraSibabu07,"Unlike Jews who evoke sympathy for the Holocaust, Muslims who evoke sympathy because of Islamophobia, Christians who are noble by association with Jesus &amp; Teresa, Hindus only evoke hate thanks to the carefully constructed narratives. (3)",unlike jew evoke sympathy holocaust muslim evoke sympathy islamophobia christian noble association jesus teresa hindu evoke hate thanks carefully construct narrative,0.084,0.635,0.281,0.7717,0
DevtaAadmi,"Its Sad To see Hate for Modi , Has Turned KhÃÂÃÂ¿listani Sikhs to Hate against India &amp; Hindus in Canada, This is how they disrespect our Beloved Indian Flag in Canada yesterdayÃÂ??? https://t.co/3RJMpcNmbo",sad hate modi kh listani sikh hate india hindu canada disrespect beloved indian flag canada yesterday,0.312,0.61,0.077,-0.875,1
birju78,Saayoni Ghosh who insulted Shiv ji is TMC Candidate from Asansol. Mamata didi again showing her hate for Hindus https://t.co/NJlPUuph2R,saayoni ghosh insult shiv ji tmc candidate asansol mamata didi hate hindu,0.292,0.708,0,-0.7906,1
BhagwaDhvaj,"See how they are a minority WITH no pretense about their H Hate whatsoever.
Fault lies with us Hindus only - too Secular, too woke ( how many M wokes are there) and the RW is busy with infighting &amp; abusing those they ""think"" aren't Hindu enough. Karo kuch mat - min mekh nikalo bs https://t.co/klealr3Om7",minority pretense hate whatsoever fault lie hindus secular woke wokes rw busy infighting abuse aren hindu karo kuch mat min mekh nikalo b,0.251,0.749,0,-0.9246,1
Truthse98450793,@hinduoncampus A court case because she indulged in racism and hate propaganda against Minorities ( Hindus). @RutgersU @RutgersHSC,court indulge racism hate propaganda minority hindus,0.495,0.505,0,-0.8689,1
BanglaBall1971,"@Milind4India @TheGenerousHero @Harish2285 @BengalSultanate Hate against India and hate against Hindus isn't the same thing. Hindus also exist in my country, but they are respectful towards others",hate india hate hindu isn hindus exist country respectful,0.164,0.697,0.139,0.0772,0
BanglaBall1971,"@beatlesrocks1 @YogijiRoxx @porbotialora I don't hate dalits, the Upper Caste Hindus do",don hate dalits upper caste hindu,0.346,0.654,0,-0.5719,1
KshatriBhunesh,"Is @UniofOxford safe for Hindus? Bullying, Harassment and hate speech campaign fuelled by Faculty AGAIN.
https://t.co/L1q3yI318a
 @mailtoabhijit #DismissAbhijitSarkar .
@ThamesVP please investigate hate speech asap. @naomi2009 @CNNnews18 @OxUniStudents",safe hindu bully harassment hate speech campaign fuel faculty dismissabhijitsarkar investigate hate speech asap,0.435,0.412,0.153,-0.891,1
Milind4India,@TheGenerousHero @BanglaBall1971 @Harish2285 @BengalSultanate Bro leave this guy they are full of hate against India and Hindus,bro leave guy hate india hindu,0.308,0.692,0,-0.5994,1
KapalBhairav,Khalistani Sikhs always hated Hindus and India.. They hate Modi because they see Modi as leader of Hindus and Bharat.. Nothing personal.. https://t.co/kLBGEb8sLv,khalistani sikh hat hindus india hate modi modi leader hindu bharat personal,0.283,0.717,0,-0.836,1
indianmonk50,"@BiharKaLall Bhayia it would be misused only because the hatred which is instilled by jihadists, leftists has only made one set of hindus hate another set of hindus. The jihadis are walking on a long term plan of eliminating Sanatan Dharma",bhayia misuse hatred instilled jihadist leftists set hindus hate set hindu jihadis walk term plan eliminate sanatan dharma,0.176,0.824,0,-0.836,1
AtanuDeb80,"@ipngovpl_eng It's not just Poles, People of India do not consider him eminent. One of the main reason ÃÂ???ÃÂ?ÃÂÃÂ¬""I hate Indians (Hindus). They are a beastly people with a beastly religion"" ÃÂ?? Churchill.",eng pole people india consider eminent main reason hate indian hindus beastly people beastly religion churchill,0.117,0.883,0,-0.5719,1
indianabhi969,Saayoni Ghosh who insulted Shiv ji is TMC Candidate from Asansol. Mamata Banerjee again showing her hate for Hindus. https://t.co/lDwBw4zAM2,saayoni ghosh insult shiv ji tmc candidate asansol mamata banerjee hate hindu,0.292,0.708,0,-0.7906,1
VIDYA92630585,"@IncPavanMalladi @Swamy39 If a Muslim mocks about  gomutra we can understand they hate us. But what is your problem with gomutra?? For Hindus Cow is sacred. Who are you?? You don't have any right to insult our faith. If you don't like what Hindus do, igno",muslim mock gomutra understand hate gomutra hindu cow sacred don insult faith don hindu igno,0.231,0.673,0.096,-0.8126,1
AshishN03126684,"@Abhi03304793 @anilyaduvanshi @freedomhouse So you are pakistani 
That why you hate Hindus 
And try to put your nose in India matter stay 
Mind your own business firstly
I agree India is not a developt country and we are trying hard fir development
But at",pakistani hate hindu try nose india matter stay mind business firstly agree india developt country try hard fir development,0.117,0.801,0.082,-0.3612,1
